school,sex,age,address,famsize,Pstatus,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,Medu_1.0,Medu_2.0,Medu_3.0,Medu_4.0,Fedu_1.0,Fedu_2.0,Fedu_3.0,Fedu_4.0,guardian_mother,guardian_other,traveltime_2.0,traveltime_3.0,traveltime_4.0,studytime_2.0,studytime_3.0,studytime_4.0,failures_1.0,failures_2.0,failures_3.0
GP,M,17,U,LE3,A,no,no,no,no,yes,yes,yes,no,4.0,4.0,4,3.0,4.0,3,19.0,11.0,9,10.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
GP,F,18,R,LE3,T,no,yes,yes,yes,yes,yes,no,no,5.0,2.0,2,1.0,1.0,3,1.0,12.0,12,12.0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
GP,F,18,U,GT3,T,yes,no,no,yes,yes,yes,yes,no,5.0,4.0,4,1.0,1.0,4,4.0,8.0,9,10.0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
GP,M,17,U,GT3,T,no,no,yes,no,no,yes,yes,no,4.0,3.0,3,1.0,2.0,4,2.0,12.0,10,11.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GP,F,18,U,GT3,T,no,yes,yes,no,yes,yes,yes,no,4.0,3.0,3,1.0,2.0,2,5.0,18.0,18,19.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
GP,F,17,U,GT3,T,no,yes,yes,no,yes,yes,yes,no,4.0,3.0,3,1.0,1.0,3,6.0,13.0,12,12.0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
GP,M,18,U,GT3,T,no,yes,yes,yes,yes,yes,yes,yes,4.0,3.0,2,1.0,4.0,5,11.0,12.0,11,11.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
GP,F,17,U,GT3,T,no,yes,yes,no,yes,yes,yes,no,4.0,2.0,2,1.0,2.0,3,0.0,15.0,15,15.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
GP,F,18,U,LE3,T,no,no,no,no,yes,yes,yes,yes,5.0,4.0,3,1.0,1.0,5,12.0,12.0,12,13.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
GP,M,18,R,LE3,T,no,yes,yes,yes,yes,yes,yes,no,5.0,4.0,2,1.0,1.0,4,8.0,14.0,13,14.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
GP,F,19,U,GT3,T,no,yes,yes,yes,yes,yes,yes,no,2.0,3.0,4,2.0,3.0,2,0.0,10.0,9,0.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
GP,F,18,U,GT3,T,no,yes,yes,no,yes,yes,yes,no,4.0,3.0,3,1.0,1.0,3,0.0,14.0,13,14.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
GP,M,18,U,LE3,T,no,yes,yes,no,yes,yes,yes,yes,1.0,4.0,2,2.0,2.0,1,5.0,16.0,15,16.0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
GP,F,18,U,LE3,A,no,yes,no,no,yes,yes,yes,yes,4.0,2.0,4,1.0,1.0,4,14.0,12.0,10,11.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
GP,F,17,U,GT3,T,no,yes,yes,no,yes,yes,yes,no,4.0,3.0,3,1.0,1.0,3,0.0,15.0,12,14.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
GP,F,17,U,GT3,T,no,yes,yes,yes,no,yes,yes,no,5.0,2.0,2,1.0,2.0,5,0.0,17.0,17,18.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
GP,F,18,U,GT3,T,no,yes,yes,yes,yes,yes,yes,no,4.0,4.0,3,1.0,1.0,3,8.0,14.0,12,12.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
GP,M,20,U,GT3,A,no,no,no,yes,yes,yes,no,no,5.0,5.0,3,1.0,1.0,5,0.0,17.0,18,18.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
GP,M,19,U,GT3,T,no,yes,yes,no,yes,yes,yes,yes,4.0,3.0,4,1.0,1.0,4,38.0,8.0,9,8.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
GP,M,19,R,GT3,T,no,no,no,yes,yes,yes,no,yes,4.0,5.0,3,1.0,2.0,5,0.0,15.0,12,12.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
GP,F,19,U,LE3,T,yes,yes,no,yes,no,yes,yes,no,4.0,4.0,3,1.0,3.0,3,18.0,12.0,10,10.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
GP,F,19,U,LE3,T,no,no,no,yes,no,yes,no,yes,4.0,2.0,4,2.0,2.0,3,0.0,9.0,9,0.0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
GP,F,19,U,GT3,T,no,yes,no,no,yes,no,yes,yes,3.0,4.0,1,1.0,1.0,2,20.0,14.0,12,13.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
GP,M,19,U,GT3,T,no,no,no,no,no,yes,yes,no,4.0,5.0,2,2.0,2.0,4,3.0,13.0,11,11.0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
GP,F,19,U,GT3,T,no,no,no,no,no,yes,yes,yes,4.0,1.0,2,1.0,1.0,3,14.0,15.0,13,13.0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
GP,F,19,R,GT3,T,no,no,no,no,yes,yes,yes,yes,4.0,1.0,2,1.0,1.0,3,40.0,13.0,11,11.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
GP,F,18,U,GT3,T,no,yes,yes,yes,yes,yes,yes,no,5.0,3.0,3,1.0,2.0,1,0.0,8.0,8,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
GP,F,18,U,GT3,T,no,yes,yes,yes,yes,yes,yes,yes,4.0,3.0,4,1.0,1.0,5,9.0,9.0,10,9.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
GP,F,17,R,GT3,T,no,yes,yes,yes,no,yes,yes,no,4.0,3.0,4,2.0,5.0,5,0.0,11.0,11,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
GP,F,18,U,GT3,T,no,yes,yes,no,yes,yes,yes,no,4.0,4.0,4,3.0,3.0,5,2.0,11.0,11,11.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
GP,F,17,U,GT3,T,no,yes,no,no,yes,yes,no,yes,4.0,2.0,2,1.0,1.0,3,12.0,11.0,9,9.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
GP,F,17,U,GT3,T,no,yes,no,no,no,yes,yes,no,3.0,4.0,3,2.0,3.0,5,1.0,12.0,14,15.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GP,M,18,U,GT3,T,no,no,no,yes,yes,yes,yes,no,4.0,3.0,3,2.0,2.0,3,3.0,9.0,12,11.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
GP,F,17,U,GT3,T,no,yes,yes,yes,yes,yes,yes,no,5.0,4.0,4,1.0,3.0,4,7.0,10.0,9,9.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
GP,F,17,U,GT3,T,no,yes,yes,no,no,yes,yes,yes,4.0,3.0,3,1.0,2.0,4,4.0,14.0,14,14.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
GP,M,18,U,LE3,T,no,yes,no,yes,yes,yes,yes,no,4.0,5.0,5,2.0,4.0,5,2.0,9.0,8,8.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
GP,F,18,U,GT3,T,no,no,no,yes,yes,yes,yes,no,5.0,3.0,4,1.0,1.0,4,0.0,7.0,0,0.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
GP,F,18,U,LE3,T,no,no,no,yes,no,yes,yes,yes,4.0,3.0,3,1.0,1.0,2,0.0,8.0,8,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
GP,F,18,R,GT3,T,no,no,no,yes,yes,yes,no,no,4.0,4.0,4,1.0,1.0,4,0.0,10.0,9,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
GP,F,18,U,LE3,T,no,yes,no,no,yes,yes,yes,no,5.0,3.0,3,1.0,1.0,1,7.0,16.0,15,17.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
GP,F,19,U,GT3,T,no,no,yes,yes,yes,yes,yes,yes,4.0,3.0,4,1.0,3.0,3,4.0,11.0,12,11.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
GP,M,18,U,GT3,T,no,yes,no,yes,yes,yes,yes,no,4.0,3.0,3,2.0,2.0,2,0.0,10.0,10,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
GP,M,18,U,LE3,T,no,no,no,yes,yes,yes,yes,yes,4.0,3.0,3,1.0,3.0,5,11.0,16.0,15,15.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
GP,F,18,U,GT3,T,no,no,no,no,yes,yes,yes,yes,5.0,4.0,3,2.0,3.0,1,7.0,13.0,13,14.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
GP,M,18,R,GT3,T,no,no,no,no,yes,yes,yes,yes,5.0,3.0,2,1.0,2.0,4,9.0,16.0,15,16.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
GP,M,18,U,GT3,T,no,yes,yes,no,yes,yes,yes,yes,5.0,4.0,5,2.0,3.0,5,0.0,10.0,10,9.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
MS,M,18,R,GT3,T,no,yes,no,no,no,yes,yes,no,2.0,5.0,5,5.0,5.0,5,10.0,11.0,13,13.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
MS,M,18,U,LE3,T,no,no,no,no,yes,no,yes,yes,4.0,3.0,3,2.0,3.0,3,7.0,8.0,7,8.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
MS,M,19,R,GT3,T,no,yes,no,no,yes,yes,yes,no,4.0,4.0,4,3.0,3.0,5,4.0,8.0,8,8.0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
MS,M,17,R,GT3,T,no,yes,yes,yes,no,yes,yes,yes,4.0,5.0,5,1.0,3.0,2,4.0,13.0,11,11.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
MS,F,18,U,GT3,T,no,yes,no,no,yes,yes,no,yes,5.0,3.0,4,1.0,1.0,5,0.0,10.0,9,9.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
MS,F,17,R,GT3,T,no,yes,yes,yes,yes,yes,yes,no,4.0,3.0,3,1.0,2.0,5,4.0,12.0,13,13.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
MS,F,17,U,LE3,A,no,no,no,no,yes,yes,no,yes,1.0,2.0,3,1.0,2.0,5,2.0,12.0,12,11.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
MS,M,18,U,LE3,T,no,no,no,no,no,yes,yes,yes,3.0,3.0,2,1.0,2.0,3,4.0,10.0,10,10.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MS,F,18,R,LE3,A,no,no,no,no,yes,yes,no,yes,4.0,3.0,4,1.0,4.0,5,0.0,13.0,13,13.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
MS,M,18,R,LE3,T,no,no,no,yes,no,no,no,no,4.0,4.0,3,2.0,3.0,5,2.0,13.0,12,12.0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
MS,F,18,U,GT3,T,no,yes,no,no,yes,yes,yes,yes,4.0,3.0,2,1.0,3.0,3,0.0,11.0,11,10.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
MS,F,17,R,GT3,T,no,no,no,no,no,yes,no,no,3.0,2.0,2,1.0,2.0,3,0.0,12.0,11,12.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
MS,M,18,R,GT3,T,no,yes,yes,no,yes,yes,no,no,3.0,3.0,4,2.0,4.0,3,4.0,10.0,10,10.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
MS,M,18,U,LE3,T,no,no,yes,no,yes,yes,yes,yes,4.0,2.0,2,2.0,2.0,5,0.0,13.0,13,13.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
MS,F,18,U,GT3,T,no,yes,yes,no,yes,yes,yes,yes,5.0,2.0,3,1.0,2.0,4,0.0,11.0,10,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
MS,F,18,R,GT3,T,no,yes,yes,no,no,yes,yes,yes,3.0,2.0,2,4.0,2.0,5,10.0,14.0,12,11.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
MS,F,19,U,LE3,T,no,no,no,yes,yes,yes,no,yes,3.0,2.0,2,1.0,1.0,3,4.0,7.0,7,9.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
MS,M,18,R,LE3,T,no,yes,yes,yes,yes,no,yes,yes,4.0,3.0,3,2.0,3.0,3,3.0,14.0,12,12.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
MS,F,17,U,GT3,T,no,no,no,yes,yes,yes,no,yes,3.0,4.0,3,1.0,1.0,3,8.0,13.0,11,11.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
MS,F,18,R,LE3,T,no,no,no,no,yes,yes,yes,no,5.0,4.0,4,1.0,1.0,1,0.0,19.0,18,19.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
MS,F,18,R,GT3,T,no,no,no,no,yes,yes,yes,no,4.0,3.0,2,1.0,2.0,4,2.0,8.0,8,10.0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
MS,F,20,U,GT3,T,no,yes,yes,no,no,yes,yes,yes,5.0,4.0,3,1.0,1.0,3,4.0,15.0,14,15.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
MS,F,18,R,LE3,T,no,no,yes,yes,yes,yes,yes,no,5.0,4.0,3,3.0,4.0,2,4.0,8.0,9,10.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
MS,F,18,U,GT3,T,no,no,yes,no,yes,yes,yes,yes,4.0,1.0,3,1.0,2.0,1,0.0,15.0,15,15.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
MS,F,17,R,GT3,T,no,yes,yes,yes,no,yes,yes,no,4.0,5.0,4,2.0,3.0,1,17.0,10.0,10,10.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
MS,M,18,U,GT3,T,no,no,yes,yes,no,yes,yes,no,3.0,2.0,4,1.0,4.0,2,4.0,15.0,14,14.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
MS,M,18,R,GT3,T,no,no,no,yes,no,yes,yes,yes,4.0,4.0,3,1.0,3.0,5,5.0,7.0,6,7.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
MS,M,17,U,GT3,T,no,no,no,yes,yes,yes,yes,no,4.0,4.0,3,1.0,1.0,3,2.0,11.0,11,10.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
MS,M,18,R,GT3,T,no,no,yes,no,yes,yes,no,no,5.0,4.0,3,4.0,3.0,3,14.0,6.0,5,5.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
MS,F,18,R,GT3,T,no,no,yes,no,yes,yes,no,no,5.0,3.0,3,1.0,3.0,4,2.0,10.0,9,10.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
MS,F,18,R,GT3,T,no,yes,yes,yes,yes,yes,yes,yes,4.0,4.0,3,2.0,2.0,5,7.0,6.0,5,6.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
MS,F,18,U,GT3,T,no,no,no,yes,yes,yes,no,no,1.0,1.0,1,1.0,1.0,5,0.0,6.0,5,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
MS,M,20,U,LE3,A,no,yes,yes,no,yes,yes,no,no,5.0,5.0,4,4.0,5.0,4,11.0,9.0,9,9.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
MS,M,17,U,LE3,T,no,no,no,no,no,yes,yes,no,2.0,4.0,5,3.0,4.0,2,3.0,14.0,16,16.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
MS,M,21,R,GT3,T,no,no,no,no,no,yes,no,no,5.0,5.0,3,3.0,3.0,3,3.0,10.0,8,7.0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
MS,M,18,R,LE3,T,no,no,no,no,no,yes,yes,no,4.0,4.0,1,3.0,4.0,5,0.0,11.0,12,10.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
MS,M,19,U,LE3,T,no,no,no,no,yes,yes,yes,no,3.0,2.0,3,3.0,3.0,5,5.0,8.0,9,9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
